"uri","title","popularity","base_popularity","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","n_artists","n_genres","followers"
"1TF46flanaXbCdebxn1VqQ","Extendo (feat. Paky)",3.38479210217515,67,0.835,0.718,8,-6.101,1,0.321,0.133,0,0.127,0.655,135.978,163413,4,2,1,202555
"1THEtJ2HaNa5te7uIZiJwi","Deri Kur",0.579736828606409,61,0.802,0.581,4,-7.218,0,0.0541,0.287,0,0.241,0.925,137.036,147153,4,1,1,74364
"1TLjGV9ExF3rhzfPJKTYeZ","N",0.0689548834315685,21.66666667,0.591,0.762,6,-6.544,0,0.036,7.79e-05,0.213,0.0551,0.246,122.002,383607,4,3,2,49487
"1TQXIltqoZ5XXyfCbAeSQQ","Dancing With Your Ghost",2.49133499201114,76,0.629,0.328,11,-8.284,1,0.029,0.768,2.5e-05,0.103,0.389,74.953,197732,4,1,1,1011015
"1TUAnO9lhKKySN8WT3vvHY","Vendetta",2.4952055484979,57,0.72,0.843,6,-5.707,0,0.232,0.239,0,0.111,0.682,80.053,171396,4,1,1,63313
"1TaSkLG2bXx84YuKmJvncw","Ipernova",1.92972753294001,62,0.547,0.638,1,-8.318,1,0.0491,0.195,0,0.107,0.569,100.655,177867,4,1,1,745998
"1TfqLAPs4K3s2rJMoCokcS","Sweet Dreams (Are Made of This) - Remastered",5.16169680679066,72.66666667,0.692,0.711,0,-7.498,0,0.0317,0.225,0,0.12,0.875,125.135,216933,4,3,1,1435304
"1TrjxEcRPHvaLF3saKCSs4","Drippin' in Milano",2.72460441118286,59,0.841,0.772,6,-3.825,0,0.199,0.0964,0,0.136,0.496,93.032,159989,4,1,1,69122
"1U4dpTSsugnH510JzzCykV","IO",2.86289217239675,82,0.733,0.595,9,-7.17,1,0.04,0.408,0,0.269,0.309,120.005,195560,4,1,1,1518528
"1UXxn0MttiWXj0GyDgckFw","Vittoria",0.740149739641703,73,0.506,0.517,7,-10.741,0,0.195,0.484,0,0.133,0.181,99.682,176400,4,1,1,681426
"1UZbZrPjCFs7izXTBAXFUF","Glory Days (feat. Bresh)",4.55095713888393,61.66666667,0.462,0.847,5,-5.264,1,0.118,0.0598,0,0.363,0.582,106.958,160931,5,3,1,76656
"1Ud6moTC0KyXMq1Oxfien0","Sympathy For The Devil - 50th Anniversary Edition",4.00821859743627,82,0.702,0.668,9,-9.237,1,0.214,0.518,0,0.0588,0.561,116.063,378147,4,1,1,11195069
"1UpP7aPDapP71MYrTQ8yTU","Cos'è l'amore (feat. Franco Califano)",3.77667817946561,59.75,0.544,0.678,0,-7.342,1,0.0602,0.033,2.87e-06,0.171,0.293,129.956,209259,4,4,2,255432
"1V0qqWBbIWt8hlAjxTZedR","What Christmas Means To Me",4.5188868398132,82,0.521,0.699,0,-6.961,1,0.0338,0.0981,0,0.1,0.802,83.529,148147,4,1,1,5415652
"1V5FvNWi4MPE6Ch2IX4i9x","Ultimo",0.922042872777576,65,0.735,0.913,7,-3.421,0,0.184,0.0166,0,0.117,0.664,127.942,215280,4,1,1,274606
"1V7bZ9gEIwFQpm8yGxRHNA","If You Really Love Me (How Will I Know)",3.53637300852003,76.33333333,0.692,0.883,7,-4.698,1,0.0582,0.0512,0,0.228,0.614,122.984,184390,4,3,2,23636789
"1V7hvLe3fpZTMoqKLkBDgW","scuol4",1.86493290581117,73,0.696,0.7,2,-5.573,1,0.0663,0.143,0,0.0431,0.771,136.207,169589,4,1,1,1531151
"1VLtjHwRWOVJiE5Py7JxoQ","Martin & Gina",2.97300211457843,92,0.832,0.534,1,-7.813,0,0.253,0.345,0,0.165,0.116,93.924,132833,4,1,1,6276458
"1VNARx6Sm6ZYAsDMCGiU1B","LUNEDI'",3.06709339849277,77,0.571,0.762,10,-8.225,1,0.46,0.425,7.55e-06,0.114,0.467,124.382,205267,4,1,1,2134380
"1VOi03r3FelbsYHJXFjphg","QUELLI CHE NON PENSANO - Il cervello (feat. Coez)",1.7047810848432,77.5,0.623,0.684,11,-4.832,0,0.294,0.211,0,0.354,0.46,177.99,190187,4,2,1,1770059
"1VSuFS7PahCN3SWbOcQ98m","forget me too (feat. Halsey)",2.43975174877595,86,0.654,0.875,1,-4.845,1,0.0744,0.000417,0.0086,0.194,0.522,99.975,171621,4,2,2,16739111
"1VWiWHgwn6kUfPMpU5uWSR","DESERT EAGLE (feat. Guè & Sacky)",1.8019402689853,68.66666667,0.713,0.844,6,-4.261,0,0.0629,0.0332,0,0.0789,0.842,139.995,168640,4,3,1,1778304
"1VlZuVP4u0ZW04HSetuto8","Kairo Keyz x Fumez The Engineer - Plugged In",0.147909434739861,59,0.866,0.772,7,-6.895,1,0.393,0.542,0,0.389,0.799,144.055,193333,4,2,1,273989
"1VuAamHM7P3VQQEXYGG3Uu","Joy To The World",4.29818687682581,85,0.553,0.337,10,-10.334,1,0.03,0.818,0,0.113,0.662,101.918,84987,4,1,1,1738064
"1VueRuN0qtJn6blmQsaJzX","V",2.85304244137776,48,0.521,0.946,7,-3.401,1,0.0695,0.0137,0,0.263,0.732,100.035,229453,4,1,1,75664
"1VzsteEvoCUg79vORJWnnA","L'urdemo vase",2.02529131434201,72,0.485,0.566,9,-7.488,0,0.272,0.758,0,0.357,0.245,145.102,188216,4,1,1,1249093
"1W8rih2s29yUn8Xtd6dkz3","Diamante - Remastered 2017",1.64673260646356,38,0.632,0.592,5,-6.336,1,0.0275,0.353,0.00131,0.0887,0.445,111.027,345293,4,3,2,710976
"1WFgrwAuPkg3FkqTr3jOxg","Botte",1.73018349077803,63.33333333,0.863,0.505,1,-7.122,1,0.237,0.0152,0.000325,0.0796,0.472,144.037,156375,4,3,1,125987
"1WG95iYndhwzCo7zpitKG6","Bocciofili (con Fedez e Mistico)",2.59131896114642,53.33333333,0.673,0.874,8,-3.967,1,0.0876,0.0561,0,0.0911,0.841,128.041,239253,4,3,3,1719801
"1WH3iquIQXnSPwUzlROT8R","Quiéreme Mientras Se Pueda",1.0958032039807,84,0.793,0.782,4,-3.945,1,0.0582,0.447,0,0.124,0.81,143.86,191945,4,1,1,8707367
"1WOeWKKfUxx8hlH8RSRjfV","Blue Sky",2.94028677990989,72.5,0.795,0.769,10,-4.948,0,0.0529,0.0435,0,0.114,0.345,130.042,187615,4,2,1,1814554
"1WWWfx7SyPJEbLCJKt2mpa","M",0.90345603437703,51,0.384,0.457,0,-11.309,1,0.0296,0.00303,0.0484,0.0866,0.034,100.017,336000,4,1,1,127494
"1WbXIpiGBJkCiv3hn40iPB","Sobredosis (feat. Ozuna)",2.02871691890461,87,0.759,0.639,4,-8.085,0,0.0511,0.207,0,0.23,0.682,128.01,198332,4,2,1,30673405
"1Wbc0N0X1zkFqnKGcj8Quh","Polo nord - C+N Progressive Mix",3.95417031182781,66.33333333,0.645,0.895,6,-4.786,1,0.0347,0.00619,0.00297,0.261,0.174,126.011,249304,4,3,2,342441
"1WedZeiezCmCEOzLwhx0hV","Poblado - Remix",3.39977965431551,80.66666667,0.813,0.809,3,-5.382,0,0.0846,0.102,1.37e-06,0.377,0.646,93.005,393280,4,6,2,31610457
"1Whf2ZaesM1gXlU0z3Fslt","Dilemme (with tha Supreme & Mara Sattei)",1.59658894442933,64,0.859,0.54,5,-6.775,0,0.0825,0.0329,0,0.0976,0.554,145.02,231333,4,3,2,1531151
"1WoDc1x28zHmxnPvvM5GLh","La Asesina",3.7105728104123,64,0.81,0.803,3,-3.042,1,0.0349,0.385,0,0.14,0.883,130.049,204733,4,1,1,1055321
"1WpAmvXAlHCUqn6Nnp8Op6","Oronero",3.60382197864464,60,0.543,0.506,5,-7.647,1,0.0473,0.251,0,0.0975,0.187,140.062,213347,4,1,1,796190
"1XBGTp6OqwYaYhemH3aMKT","E",4.62045504689334,55,0.657,0.736,9,-7.73,0,0.0768,0.0817,0,0.302,0.379,113.96,228827,4,1,1,45043
"1XGmzt0PVuFgQYYnV2It7A","Payphone",3.44722053757613,88,0.743,0.752,4,-4.813,1,0.0414,0.0188,0,0.287,0.545,110.015,231173,4,2,2,34527078
"1XQSLHs0XR2wdAya1pmaER","Mi Amor (feat. Noizy & Jugglerz)",4.7478248395459,61.66666667,0.841,0.841,9,-5.851,0,0.118,0.165,6.94e-05,0.664,0.872,117.949,185403,4,3,2,260655
"1XQvMjA9IiIx1lAiTHSxQi","Spigoli",2.08179479477598,67,0.718,0.703,0,-5.886,0,0.0537,0.145,0,0.104,0.668,132.987,256788,4,3,1,1531151
"1XTGyfJeMiZXrZ1W3NolcB","Know Your Enemy",1.72715128677584,75,0.575,0.857,4,-3.961,1,0.155,0.0125,0.00229,0.145,0.623,117.413,294507,4,1,1,4627669
"1XXimziG1uhM0eDNCZCrUl","Up",4.60111379323004,86,0.868,0.795,11,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,166,156945,4,1,1,18852369
"1XZTyRzwoBesjkjdGBiDwX","I Love You (feat. CoCo)",1.32861674898828,65.5,0.68,0.602,1,-7.55,1,0.0428,0.273,0,0.124,0.539,101.906,171763,4,2,1,123826
"1XZp9CsjFdnZuiNzcGYKgP","Io vagabondo (Che non sono altro)",5.45964392372048,52,0.593,0.422,0,-10.789,1,0.0274,0.21,0.0515,0.119,0.315,130.18,233373,4,1,1,148617
"1Xi84slp6FryDSCbzq4UCD","Arcade",5.39643921045826,75,0.45,0.329,9,-12.603,0,0.0441,0.818,0.00109,0.135,0.266,71.884,183624,3,1,1,369860
"1XiF40UZiMZstIl37DdRaC","Netflix",3.64773820077757,70,0.713,0.716,10,-6.448,0,0.263,0.146,0,0.105,0.577,192.175,153827,4,1,1,712487
"1Xm2e1vDwOMeJJioWuG1s7","Soldi in Nero - feat. Sfera Ebbasta",2.84125373019493,75,0.748,0.662,6,-4.832,0,0.285,0.149,0,0.17,0.346,157.918,183797,4,2,1,4602336
"1Xnn1TPyr5h0hpRAT4B4EA","Bellaquita - Remix",2.02655531538871,85.5,0.795,0.715,1,-3.582,1,0.0838,0.141,2.12e-06,0.179,0.758,165.941,304733,4,6,2,11746195
"1XyL3J7eTTKnxRZAM3LqIT","Beggin (original version)",3.48211418272673,67,0.715,0.8,4,-5.144,0,0.057,0.0271,0,0.0648,0.445,129.023,216147,4,1,1,403784
"1YDebgap5OFwXEBG18NJvy","Red Light Green Light",3.07688020540977,90,0.933,0.656,2,-5.85,1,0.322,0.129,0,0.161,0.934,119.987,159083,4,1,1,8787956
"1YHeCzS5L9xs76eOpAS6WU","Titans",2.41185355445272,83.5,0.723,0.86,7,-4.892,1,0.0463,0.101,0.000202,0.143,0.574,93.985,199169,4,4,2,21901445
"1YKssXgBNFx8OzauqSZLAL","Buio Pesto",1.44560827395728,50.5,0.431,0.572,6,-7.926,1,0.288,0.107,0,0.145,0.269,159.317,222630,4,2,2,13901
"1YZTz3Houl9bKlYZSUFK1W","Trap Emo Rmx (feat. Achille Lauro)",1.21562755448977,70,0.698,0.398,0,-9.101,0,0.0452,0.144,0,0.127,0.164,111.033,142306,4,2,1,1814554
"1Yi51jBv2DX0R4rCQHh1Zp","Sbatti",0.721621484008388,70,0.591,0.72,3,-3.418,1,0.031,0.0569,0,0.241,0.587,75.984,197293,4,1,1,572724
"1Yk0cQdMLx5RzzFTYwmuld","Hello",3.80333430321287,96,0.578,0.43,5,-6.134,0,0.0305,0.33,0,0.0854,0.288,78.991,295502,4,1,1,32617041
"1Yv2Ikb81V9SMOrmk5hxCL","Lento",6.1847111063471,55,0.641,0.586,2,-6.375,1,0.0369,0.299,0,0.189,0.485,82.055,168381,3,1,1,8081
"1YvhcTM8aIRTg03AavA2HJ","SLATT (feat. Capo Plaza)",1.92185594946186,72.5,0.778,0.488,1,-5.361,1,0.0489,0.0719,0,0.0935,0.457,133.052,217444,4,2,1,3100308
"1YzYHWiYz62ACkRHHxhDVC","BHMG",0.941812773533642,80,0.842,0.659,4,-4.721,0,0.261,0.174,0,0.254,0.608,132.996,161067,4,1,1,4602336
"1Z4IqxukC6Yuer0nK7rC2R","Te Quiero",3.60928498501315,64,0.536,0.598,1,-9.608,1,0.0424,0.00314,0,0.319,0.465,83.954,199110,4,1,1,206794
"1Z8TPHiKeCUyClxV6WTTIf","0X1=LOVESONG (I Know I Love You) feat. Seori",1.96089074555041,81,0.584,0.836,0,-4.925,1,0.079,0.0558,0,0.0663,0.484,104.973,202204,4,1,1,5265446
"1ZAyjvIk9YiD76yYy0TEG6","Plug Walk",5.04201980694964,76,0.876,0.519,11,-6.531,1,0.143,0.202,0,0.108,0.158,94.981,175230,4,1,1,2744808
"1ZCzbEj3F8SqqtKSupWaBo","GANG! - prod. Strage",2.76442646136331,63.33333333,0.771,0.957,1,-5.162,1,0.16,0.0375,0,0.262,0.52,125.053,162819,4,3,1,2134380
"1ZMiCix7XSAbfAJlEZWMCp","Falling",1.06318096182187,87,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,240133,4,1,1,18325352
"1ZPlNanZsJSPK5h9YZZFbZ","Like a Virgin",3.05609025009039,80,0.771,0.655,3,-10.842,0,0.0372,0.152,0.00197,0.0685,0.97,119.747,218627,4,1,1,5700836
"1ZfOO2GXFZCNJqZFwsiKRL","Manhattan - feat. Wildbandana",3.43671898434094,58.33333333,0.69,0.539,1,-7.461,1,0.161,0.0936,0,0.149,0.341,140.111,190999,4,6,2,1268368
"1ZgMsA55GIY7ICkQh5MILA","Space Song",5.46250963696193,76,0.507,0.79,0,-7.307,0,0.0294,0.233,0.139,0.145,0.6,147.065,320467,4,1,1,1364802
"1Znlc3UZAbSodFaMBjdpsX","love yourself (interlude)",1.36386542684465,91,0.746,0.338,11,-13.472,0,0.109,0.674,0.000375,0.529,0.469,120.053,48423,4,1,1,33466773
"1ZpJxEtDosmTlR7smB6ZDF","Monster",2.30674086095756,77.5,0.83,0.794,8,-6.279,0,0.432,0.0253,0.0248,0.106,0.607,128.16,154226,4,2,2,321208
"1Zs7RQKqUhDvbce0bziJlj","Aspettando una nuova vita",1.71051434152127,35,0.697,0.551,4,-6.281,1,0.0418,0.164,0.0021,0.0901,0.402,107.928,152000,4,1,1,573
"1a8UIPEA1syyBSNhWwRfrY","X-M@$",2.50202991247464,60,0.639,0.767,6,-4.567,1,0.114,0.0203,0,0.217,0.704,124.828,153293,3,1,1,343990
"1aIMyZUrzSkRXJgYO0XO3R","Ti Fa Stare Bene",2.06912406916698,62,0.681,0.73,6,-5.436,0,0.0344,0.00566,0.00232,0.0486,0.877,127.033,250893,4,1,1,755772
"1aKDVhhsRrGPq5dzZwchSm","Alexander Platz",5.1532316722578,58,0.628,0.305,7,-10.717,0,0.0443,0.505,0,0.0892,0.0992,120.929,133492,4,1,1,26226
"1aX0Ki80LFzzhqxqRlqbAV","Morirò da Re",0.834883394725764,86,0.605,0.881,10,-2.563,1,0.153,0.123,0,0.038,0.928,193.788,157880,4,1,1,5076272
"1ahCrpeTt94LL7y1aXw0Y8","Linda",5.06659336436884,75.5,0.891,0.751,2,-3.15,1,0.124,0.0685,0.000598,0.19,0.711,115.046,144019,4,2,2,4958279
"1alkcizqDv2OHXScAGEY6W","Non me lo so spiegare",2.32771067053084,67,0.456,0.427,11,-7.112,1,0.0382,0.724,0,0.131,0.205,146.107,240187,3,1,1,1768530
"1almCHdsfikRPfVB9VrEdT","Little Do You Know",2.33001107251213,65,0.5,0.292,0,-8.554,1,0.0323,0.746,0,0.188,0.37,145.879,185200,4,1,1,1053611
"1avv4MxWdabqtJbpGHagx3","cOsì beLLo",2.1482267954116,57,0.804,0.566,6,-7.011,0,0.217,0.358,0,0.104,0.643,101.998,134117,4,1,1,19315
"1ayaOin9hxCtyhg4UsBTpg","Kick It",1.77809605909186,77,0.681,0.847,7,-2.462,1,0.0869,0.0306,0,0.0808,0.507,167.031,233013,4,1,1,4896303
"1b8kL6Gr6Kt8EIWtxeceKq","Voglio stare con te",3.26293646120059,58,0.578,0.6,11,-7.868,1,0.0296,0.116,0.0011,0.0835,0.434,143.839,196103,4,1,1,534075
"1bAnTqAtb5SZc9N58do9nU","O Que Sera?",2.18202605311455,62,0.919,0.428,1,-11.754,1,0.0467,0.695,0.0101,0.124,0.792,125.085,324520,4,2,2,968740
"1bFgMkoazsyZGSflpCzYm6","Pepas - Tiësto Remix",2.55973960649404,89,0.769,0.688,7,-4.378,1,0.0501,0.00215,0.107,0.088,0.387,130.026,223385,4,2,2,11746195
"1bIFv1yGWPC4wH4qcSWdzO","Christmas Time",2.33771600845867,79,0.55,0.67,7,-5.882,1,0.0239,0.167,0,0.0407,0.468,144.076,255320,4,1,1,4251245
"1bM50INir8voAkVoKuvEUI","OMG (feat. will.i.am)",3.92020196152371,80,0.781,0.745,4,-5.81,0,0.0332,0.198,1.14e-05,0.36,0.326,129.998,269493,4,2,1,9310570
"1barmMRNFXuBEWNyWvbUwI","La collina dei ciliegi",2.4473970420735,61,0.624,0.279,0,-13.714,1,0.0549,0.587,0,0.131,0.194,108.234,295507,4,1,1,558307
"1bhUWB0zJMIKr9yVPrkEuI","Perfect Duet (Ed Sheeran & Beyoncé)",2.52577799848575,92,0.587,0.299,8,-7.365,1,0.0263,0.779,0,0.123,0.356,94.992,259550,3,2,1,90231430
"1bp2IO61zbQrbWNmKKxg3f","The Joker",5.01829346128758,70,0.596,0.448,5,-9.616,1,0.0396,0.365,5.3e-06,0.206,0.796,83.293,264504,4,1,1,2222724
"1bsQZS3ttepxAUQCsUkLpg","La Nostra Ultima Canzone",3.80145421600548,47,0.602,0.752,8,-3.625,1,0.0457,0.356,0,0.543,0.604,99.939,182960,4,1,1,103089
"1buQdEeakKScrXEuPRWNzC","Prit pak",4.19020943903257,50,0.756,0.624,0,-8.519,0,0.0655,0.0222,0,0.127,0.799,100.043,169200,4,2,2,54048
"1bxEpNR75Hq3T2oF9AZjt8","u",0.945243539926452,90,0.406,0.798,11,-5.585,0,0.432,0.26,0,0.461,0.58,71.547,268493,4,1,1,18990071
"1c0hOZ4rGASabvJQbIFeP0","Ieri L'Altro",1.26034946433381,66,0.581,0.38,0,-11.004,0,0.0368,0.648,0,0.0908,0.332,144.917,230897,4,1,1,255432
"1c1OvbTdYjo1MJ3DhYn8P5","Mi Sento Vivo (feat. Franco126)",3.16751466895824,53.66666667,0.708,0.457,2,-8.262,1,0.0645,0.573,3.82e-06,0.111,0.41,132.961,173233,4,3,2,255432
"1c1f9Xtqp0dwUkXYndACqe","Racconterò di te",2.69833256005764,72,0.624,0.58,2,-6.852,1,0.211,0.797,0,0.1,0.173,80.327,204634,4,1,1,2572169
"1c1sdxrYLIiuJOlE7PPttb","Love Me Now (feat. Zoe Wees)",2.40432112645023,79,0.662,0.489,5,-7.067,1,0.0525,0.163,0,0.172,0.506,102.04,195881,4,2,2,7840361
"1cA4wEmLkKlttS6N89LbJh","Wandered To LA (with Justin Bieber)",2.43002407911108,97.5,0.687,0.643,0,-4.763,1,0.0406,0.0518,3.31e-06,0.11,0.418,135.068,188833,4,2,2,54848934
"1cZK7K9ZtpCsE48bOSMz18","CANCELLI DI MEZZANOTTE - MTV Unplugged",0.788705793261392,76,0.464,0.36,7,-9.469,0,0.0416,0.851,0,0.106,0.308,147.635,199003,4,1,1,991118
"1chxAv59LZcOE5FyrlUze2","You Don't Fool Me - Remastered 2011",1.57944044796409,90,0.591,0.829,4,-6.499,0,0.036,0.101,8.63e-05,0.385,0.574,121.964,324853,4,1,1,38849077
"1cop1UjwA7BxeyQOhEHect","Frero",1.60120656431568,63,0.718,0.914,6,-4.506,0,0.0478,0.0057,0,0.164,0.752,125.021,180532,4,1,1,90031
"1d36tpKpByF5Wcndsqr4Bq","Farò di Te un Uomo",5.19588008851525,35.83333333,0.682,0.544,7,-8.674,1,0.0324,0.151,0,0.0849,0.515,113.946,201627,4,6,2,145
"1dHGpyLRqLnBqyWzlfvyFh","A",1.35465249879885,68,0.711,0.869,7,-3.693,0,0.0443,0.00836,0,0.11,0.256,102.965,182613,4,1,1,5523819
"1dIWPXMX4kRHj6Dt2DStUQ","Chosen (feat. Ty Dolla $ign)",3.55518470601464,83.33333333,0.571,0.767,2,-5.16,1,0.287,0.336,0,0.0809,0.605,93.421,161684,4,3,2,6427957
"1dNIEtp7AY3oDAKCGg2XkH","Something Just Like This",2.35651765591102,88.5,0.607,0.649,11,-6.695,0,0.0362,0.0306,2.46e-05,0.174,0.505,102.996,247627,4,2,2,33384131
"1dRdOB6yNX83j9xEqK22Fj","Sei la mia città",2.36350437789617,53,0.823,0.644,4,-5.072,1,0.0716,0.0524,2.68e-05,0.252,0.803,115.974,224360,4,1,1,157655
"1dXTFknh7iKkCKUAvkoN71","Solo lei ha quel che voglio 2021 (feat. Tiziano Ferro, Guè & Marracash)",0.991525773388296,68.75,0.657,0.675,4,-5.773,0,0.0517,0.0563,0,0.451,0.291,134.023,290280,4,4,2,1778304
"1dg3qy5DjoJodawfOCgrTP","Run It Up (feat. Offset & Moneybagg Yo)",3.01837570871768,83.66666667,0.88,0.575,6,-6.091,1,0.163,0.415,0,0.109,0.671,120.031,232048,4,3,2,4363730
"1di1BEgJYzPvXUuinsYJGP","Everybody (Backstreet's Back) - Radio Edit",2.28875333046733,79,0.731,0.853,10,-4.219,0,0.0363,0.0352,0,0.268,0.605,108.016,225360,4,1,1,4251245
"1diS6nkxMQc3wwC4G1j0bh","We're Good",2.92673837562859,94,0.722,0.588,6,-5.932,1,0.0544,0.0319,0,0.183,0.59,134.01,165507,4,1,1,31002076
"1dmES1X8l1AnFBy2gR3wYA","Jerusalema (feat. Burna Boy & Nomcebo Zikode) - Remix",2.16692586212712,70.66666667,0.837,0.449,1,-7.019,1,0.0554,0.0301,5.37e-05,0.0604,0.825,124.021,328000,4,3,2,1680212
"1dzQoRqT5ucxXVaAhTcT0J","Just Dance",3.20251423408318,78.5,0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,241933,4,2,1,20502345
"1e4rwBPVI32vZtTJu7mJ4J","Chun-Li",2.04652333293129,90,0.686,0.73,6,-5.077,0,0.374,0.278,4.76e-05,0.106,0.474,128.943,191600,5,1,1,23594331
"1e9oZCCiX42nJl0AcqriVo","Watermelon Sugar",0.610859450149245,87,0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,174000,4,1,1,18325352
"1eDC4NiUYgQSKpKDIvXxi4","Ferma A Guardare (feat. Pinguini Tattici Nucleari)",1.89126205074388,73,0.585,0.724,9,-5.611,0,0.0967,0.445,0,0.1,0.547,162.05,213543,4,2,2,655002
"1eFMYrgKhHYycOKRaNfOfJ","Crazy",2.78462912051384,71.5,0.765,0.762,11,-5.069,0,0.123,0.42,8.58e-05,0.104,0.444,114.975,153391,4,2,2,2310511
"1eGlStOBtFJ6Oc4hhN5tUR","Shivers - Ofenbach Remix",1.9604541181119,87,0.861,0.832,2,-3.35,1,0.0457,0.0119,0,0.0461,0.917,126.989,187248,4,2,2,90231430
"1eIS75JS5rfbJpSu6ZC9EO","VOCE",4.54232374267064,72,0.615,0.834,8,-5.471,1,0.0667,0.105,0,0.157,0.341,112.602,211411,4,1,1,376907
"1eKvw144NYPlDjR0wQoGLW","Where's My Love - Acoustic",2.72776476231488,73,0.554,0.225,3,-11.324,1,0.0281,0.892,0.0321,0.107,0.221,104.007,239880,4,1,1,452953
"1eQpyN6NI41dbh3kfVDCdO","Vivo",1.47055074555428,54,0.706,0.728,0,-7.456,1,0.0395,0.0515,0.0138,0.26,0.198,103.954,187067,4,1,1,14046
"1edbbEkYAVRHdH45ofRR06","Monster - Robin Schulz Remix",1.33296751956252,79,0.475,0.815,8,-6.068,0,0.124,0.133,0,0.11,0.48,126.164,165947,4,3,3,2859991
"1ejHot5eRXs5r83MfrFH0r","La caccia",5.80132235802219,37.33333333,0.749,0.631,11,-7.586,0,0.229,0.201,1.34e-05,0.196,0.676,90.054,166000,4,3,2,24180
"1eluFEfIVajny7Yclb68D2","T",0.406256944811912,24,0.819,0.315,6,-12.101,1,0.292,0.154,0.000483,0.0739,0.689,170.003,168000,4,1,1,655
"1etiUDkISHELzQGMY79ryt","Quarter Past Midnight",2.96591060794883,79,0.504,0.821,8,-3.356,1,0.0598,0.275,0,0.0418,0.458,155.131,201799,4,1,1,4911143
"1evX3NUBE7QujnSmky2ox4","Eyes On You",3.8221744260536,68,0.917,0.823,0,-6.277,1,0.12,0.0305,0.139,0.131,0.612,124.99,202516,4,2,2,70176
"1ex3YwDpPLF2JeA8ZgPBto","Balla",5.85193105867514,49,0.451,0.844,3,-4.95,0,0.106,0.436,0,0.104,0.481,79.934,200777,4,1,1,171776
"1f1mvHcJwPPponfS45uRp1","Money Rain",4.89071426261512,51,0.667,0.715,1,-5.522,1,0.188,0.437,0,0.828,0.511,162.106,219259,5,3,2,262300
"1f5cbQtDrykjarZVrShaDI","Drowning (feat. Kodak Black)",2.02539377956676,86,0.839,0.81,5,-5.274,0,0.0568,0.501,0,0.117,0.814,129.014,209269,4,2,2,7620508
"1fBN2itWWpNlVzEcVwRtUA","In questa città",2.01257927971594,56,0.642,0.755,2,-6.896,1,0.0425,0.00526,0,0.161,0.581,74.855,204000,4,1,1,603536
"1fGXZPAjsxgy9zTCAAaLHM","BANDITO (feat. Emis Killa & Paky)",4.00752127297505,65.66666667,0.743,0.893,1,-3.816,1,0.102,0.0454,0,0.0646,0.491,135.94,156080,4,3,1,1374030
"1fLShBLFdS1gTv9KSXWQMG","Est-ce que tu m'aimes ? - Pilule bleue",2.19343163965992,77,0.779,0.852,2,-3.353,1,0.0651,0.235,0,0.212,0.601,119.892,237093,4,1,1,3264333
"1fOtIv4xU5w1Yq2W11tyQB","Garda",4.48038051842406,72,0.71,0.439,0,-8.04,0,0.316,0.19,0.00104,0.0981,0.365,167.999,141509,4,1,1,1124263
"1fWrjQgezOFINFdjATTx7s","Menta E Rosmarino - Remastered 2017",2.24753435255608,66,0.39,0.666,9,-7.016,1,0.0489,0.475,0.00252,0.107,0.227,174.512,321640,4,1,1,710976
"1fZKgCGshz2m9e03FXwSJt","La sveglia birichina",2.6797115109259,55,0.486,0.677,9,-2.448,1,0.0317,0.128,0.000304,0.122,0.833,132.47,160053,4,1,1,10718
"1feGbMzfkaybNk96cXcqnO","0 passi",6.63670927962866,58,0.795,0.664,9,-6.209,1,0.141,0.116,0,0.143,0.576,102.102,163529,4,1,1,259212
"1fewSx2d5KIZ04wsooEBOz","Space Cadet (feat. Gunna)",3.24609832612444,86,0.901,0.464,5,-9.789,0,0.0645,0.368,1.71e-05,0.238,0.638,109.004,203267,4,2,1,3726178
"1fidCEsYlaVE3pHwKCvpFZ","Am I Wrong",4.91998073466464,67,0.729,0.675,8,-6.003,1,0.0312,0.175,1.58e-06,0.55,0.779,119.968,245867,4,1,1,475513
"1foMv2HQwfQ2vntFf9HFeG","Rhinestone Eyes",2.85973787884969,83,0.676,0.703,8,-5.815,0,0.0302,0.0869,0.000687,0.0463,0.852,92.761,200173,4,1,1,8041471
"1g2CMj45LJZWxGQYoBye0X","No Stress (feat. A Boogie wit da Hoodie)",1.05179895326934,81,0.765,0.82,11,-5.326,1,0.0612,0.0219,0,0.117,0.137,137.979,180871,4,2,2,6183226
"1g7PT9g8VkXAWkzmrUhaXu","AYAHUASCA ☰ (con COLAPESCE & CHIELLO)",2.65471076022349,63.33333333,0.445,0.562,0,-8.082,1,0.0339,0.341,0.00271,0.0758,0.23,89.985,247848,4,3,2,89394
"1gE7p3b4J8p4ivOCR2CO0Y","Marechià",2.04094861845806,46.5,0.698,0.686,1,-11.278,0,0.0338,0.133,0.0439,0.0753,0.926,110.068,264929,4,2,2,55430
