"uri","title","popularity","base_popularity","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","n_artists","n_genres","followers"
"3F450ZpnsuW5G7YMmjMLmi","HIT IT (feat. Saweetie & Lele Pons)",3.74517815674012,78,0.867,0.85,8,-3.599,1,0.0413,0.145,6.38e-06,0.0637,0.704,104.992,235429,4,3,1,6326814
"3FAJ6O0NOHQV8Mc5Ri6ENp","Heartbreak Anniversary",1.76512697061439,85,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.543,89.087,198371,3,1,1,1828740
"3FB7WaumpuqslN3P9jqhTC","O",2.01724945970139,54,0.163,0.058,6,-19.472,0,0.0352,0.982,0.958,0.112,0.0363,91.824,182613,4,1,1,56439
"3FNy4yzOhHhFBeA5p4ofoq","Young, Wild & Free (feat. Bruno Mars)",2.72016851943241,88.66666667,0.553,0.652,0,-6.685,1,0.206,0.0897,0,0.111,0.551,94.505,207347,4,3,2,36749529
"3FSSVb6d1B81J8apCSrVqD","Cantaré",1.72901956954538,58,0.817,0.739,7,-7.25,1,0.0368,0.0127,0.0175,0.0819,0.65,109.991,244000,4,1,1,311291
"3Fcfwhm8oRrBvBZ8KGhtea","Viva La Vida",2.16502828609856,93,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,242373,4,1,1,33384131
"3FeVmId7tL5YN8B7R3imoM","My Universe",2.85366172440215,95,0.588,0.701,9,-6.39,1,0.0402,0.00813,0,0.2,0.443,104.988,228000,4,2,2,43535091
"3Fgjxek7TuRU0UmewJh1D0","Bambola",3.88590726128842,44,0.707,0.697,11,-8.847,0,0.107,0.124,0,0.274,0.697,130.009,225176,4,1,1,10259
"3FhWEh7VTAOYK4edZqNWNB","La fine del mondo",5.37841153116593,53,0.683,0.622,1,-5.895,0,0.175,0.0165,0,0.12,0.328,159.946,183000,4,2,1,143136
"3FiGmkrMnAQeRRf8FwdnSq","Dam",1.23831087663268,65,0.769,0.932,5,-3.812,0,0.0517,0.0242,3.39e-06,0.109,0.768,128.103,147213,4,1,1,274606
"3G0yz3DZn3lfraledmBCT0","P.I.M.P.",3.44688873256521,85,0.712,0.772,10,-3.024,0,0.346,0.0521,4.35e-06,0.0368,0.848,84.722,249480,4,1,1,8219091
"3G69vJMWsX6ZohTykad2AU","One",3.04874146953067,82,0.392,0.534,0,-8.793,1,0.0369,0.245,0.00104,0.155,0.325,181.305,276187,4,1,1,9202175
"3G6hD9B2ZHOsgf4WfNu7X1","Team",4.65068133276773,81,0.69,0.578,6,-7.436,1,0.0929,0.167,0,0.305,0.416,99.961,193059,4,1,1,8809102
"3GCdLUSnKSMJhs4Tj6CV3s","All The Stars (with SZA)",3.42175810459386,89.5,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187,4,2,2,18990071
"3GOjD8hwXOxbTF3apTqSqX","Bad Husband (feat. X Ambassadors)",1.39592081443483,85.5,0.514,0.72,8,-5.189,1,0.322,0.0738,0,0.148,0.478,96.237,287893,3,2,2,50789465
"3GVkPk8mqxz0itaAriG1L7","Everybody Dies In Their Nightmares",2.42023749130999,91,0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.112,0.689,129.953,95467,4,1,1,33466773
"3GYIeHZ386tT7E0ajVvuiA","Influencer Digital",-0.715043815507328,43,0.581,0.675,4,-3.911,0,0.0466,0.199,0,0.185,0.613,75.8,166154,5,2,2,217350
"3GYlQmwfBDo7imFyGPhrl7","Say My Name",3.89418362901214,74,0.729,0.788,10,-4.832,0,0.0908,0.0703,0,0.115,0.857,118.039,159536,4,3,2,3154617
"3GZoWLVbmxcBys6g0DLFLf","Supalonely (feat. Gus Dapperton)",3.64665352603228,70,0.862,0.631,7,-4.746,1,0.0515,0.291,0.000209,0.123,0.841,128.978,223488,4,2,1,668332
"3H2ZosqpeWsK0rF0vSq4Lq","123 (Dolly Song)",2.25890246984323,68.66666667,0.839,0.826,9,-5.452,0,0.116,0.113,2.02e-06,0.111,0.631,117.948,141653,4,3,3,129757
"3H3Jx54gT0VgwUtvCQt5c3","Zoo Be Zoo Be Zoo",12.0284194880343,36.5,0.683,0.337,1,-9.819,1,0.0528,0.944,1.33e-05,0.0951,0.582,128.098,139173,4,2,1,6606
"3H3r2nKWa3Yk5gt8xgmsEt","This City",4.75592106755996,73,0.605,0.377,11,-6.213,1,0.0443,0.733,0,0.0808,0.519,73.877,194853,4,1,1,148440
"3H6wIwh1C3GVJI0LaWQF7P","Movimento lento (feat. Federico Rossi)",5.50913861056944,60.5,0.731,0.92,6,-3.724,1,0.0435,0.105,1.4e-06,0.0956,0.871,100,193200,4,2,2,844579
"3H7ihDc1dqLriiWXwsc2po","Breaking Me",7.25314564109791,78.5,0.789,0.72,8,-5.652,0,0.218,0.223,0,0.129,0.664,122.031,166794,4,2,2,163652
"3HG58pNCGOB5f9qZFZY405","68",1.05186190946958,73,0.773,0.725,6,-6.001,1,0.208,0.0685,0.000124,0.67,0.742,101.925,217000,4,1,1,629141
"3HUJE0NFIERdj1glMDE2EK","Run Run!",2.04856783235137,54,0.426,0.8,11,-6.322,0,0.346,0.0963,0.00186,0.14,0.377,155.976,205923,4,1,1,75603
"3HVWdVOQ0ZA45FuZGSfvns","I Don't Care (with Justin Bieber)",2.43317432321313,97.5,0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,219947,4,2,1,90231430
"3HYK8FMGNQu1Whl8DdtsRC","CRAZY LOVE",3.08547992993125,82,0.725,0.713,9,-5.958,0,0.0484,0.224,2.13e-05,0.104,0.392,123.003,192688,4,1,1,1518528
"3Hb9kUdm4yf839Fle4RIdT","Parado no Bailão",2.93094877145636,62,0.828,0.599,11,-1.624,1,0.149,0.381,0,0.0775,0.478,86.533,171692,5,2,1,545363
"3HbqT0C19imY4VAPqGTCa0","Ancora Sveglio",3.86575238773437,57,0.596,0.745,7,-8.182,1,0.365,0.487,0,0.129,0.367,74.836,147612,4,2,2,470030
"3Hh0ZcGIqIkSiJVZGLcVLx","YOSHI (feat. Fabri Fibra) - prod. Strage",3.0256837748477,65.25,0.751,0.66,8,-6.24,1,0.348,0.228,0,0.0827,0.634,166.809,211995,4,4,1,1531151
"3HoYNJMxEgTLKiMXjXeHjs","Nuova Era (with Dardust)",3.16373352883937,66,0.505,0.822,1,-5.528,0,0.077,0.0459,0,0.066,0.233,119.37,227453,4,1,1,2074571
"3II8GhYXrVm4JoDN3CZwsn","J",-1.05866081058307,4,0.144,0.319,10,-15.754,1,0.0402,7.1e-05,0.676,0.13,0.123,32.395,60029,4,1,1,27
"3IJHDzxMhlF4SvnlgSH2an","Aggio Perzo 'o Suonno (feat. Coez, prod. TY1)",2.44581486068796,65,0.694,0.829,7,-7.304,0,0.153,0.137,0,0.128,0.531,91.013,182465,4,3,1,1770059
"3ILta8SPlsWdOueRYzc5mL","COLPA TUA ⫷⫸ (con VENERUS & GUÈ PEQUENO)",1.6092026235761,70,0.483,0.564,6,-7.887,1,0.331,0.577,2.19e-05,0.103,0.414,81.287,184525,3,3,1,1778304
"3IQF4xCQUPicbA4hWfTxPo","I Lived",3.50004662485854,85,0.593,0.851,9,-5.456,1,0.0446,0.0683,0,0.271,0.344,119.987,234547,4,1,1,12926117
"3IV4swNduIRunHREK80owz","Rollin' (Air Raid Vehicle)",2.58304255623989,77,0.603,0.933,1,-3.358,1,0.171,0.00591,0,0.206,0.709,96.306,213760,4,1,1,4488664
"3IbQXorg2IStFEsRhLLPCo","S",0.679429807322693,34,0.14,0.276,0,-16.241,1,0.0437,0.302,0.719,0.115,0.194,71.432,379267,4,1,1,17643
"3J5DZBuoGGErCSqwuISNXr","VVS",4.31100910485039,33,0.671,0.688,10,-5.763,0,0.0325,0.00519,0.000103,0.131,0.184,99.978,192150,4,2,2,7439
"3J8EOeKLTLXORtWPpOU5bE","Calling My Phone",2.91571401772893,84,0.907,0.393,4,-7.636,0,0.0539,0.451,1.35e-06,0.135,0.202,104.949,205458,4,2,2,4363730
"3JR2RztQcOjUQGQSybxDIO","ONE OF ME (feat. Elton John)",2.58714466524378,91,0.708,0.598,3,-4.969,0,0.0617,0.202,0,0.183,0.561,144.09,161667,4,2,2,8603782
"3JbfrsMXcd2Li2LI0QR7sS","Spari sul petto",3.22346600400784,72,0.54,0.331,0,-10.89,1,0.322,0.846,0,0.223,0.818,149.261,190627,4,1,1,2572169
"3JfHYZKy5JmE5Fv4gDTCiz","Welcome to Wonderland",1.95875799620565,73,0.703,0.179,4,-10.906,1,0.0366,0.949,0,0.102,0.346,97.427,199131,3,1,1,690444
"3JfNagCp1cGQUp4XSCmGl4","perso nel buio (con Madame)",4.77081626041157,69.5,0.66,0.851,4,-5.39,0,0.151,0.217,0,0.215,0.365,100.162,170400,4,2,2,517625
"3Jfi1WRHzREEGBDsaCrIXD","Bene",1.87821356757329,73,0.744,0.659,6,-7.191,1,0.142,0.0623,0,0.114,0.746,136.089,237250,4,1,1,1814554
"3JvKfv6T31zO0ini8iNItO","Another Love",3.47306649147537,76,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,244360,4,1,1,1980984
"3JynflcOndaaNi97xoUsCA","HAUT LES COEURS / RAG # 2",5.57584396787062,57,0.731,0.781,11,-7.496,0,0.141,0.075,1.55e-06,0.0866,0.219,109.977,337347,4,1,1,213739
"3K3WBae8j91yBNOTIyJJx8","Good For Me (ASOT 1048) - ALPHA 9 Remix",1.62074517171388,57,0.496,0.771,8,-9.292,1,0.0472,0.0398,0.0147,0.655,0.262,127.865,205130,4,3,2,687821
"3K8Iec6qaIpcVgyWs0hOYq","TCHIN 2X",4.61373156503755,76,0.761,0.679,4,-7.983,0,0.0539,0.208,0.00443,0.304,0.266,145.997,223813,4,1,1,295606
"3KNNNoyBTBn8D2BmPN40At","Domani E' Un Altro Giorno",4.56124783148237,56,0.349,0.319,4,-11.917,1,0.0293,0.875,0.00116,0.111,0.314,81.723,191565,4,1,1,127982
"3KXfXZNNGdYUmHbDOCCLeK","La notte vola",5.01134090612731,53,0.725,0.818,5,-7.497,1,0.0471,0.368,2.46e-05,0.119,0.909,122.777,206600,4,1,1,5893
"3KkXRkHbMCARz0aVfEt68P","Sunflower - Spider-Man: Into the Spider-Verse",1.8447858782419,87.5,0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911,158040,4,2,1,35389830
"3Kkjo3cT83cw09VJyrLNwX","Oh My God",4.50748494966269,96,0.534,0.725,1,-3.906,1,0.046,0.091,0,0.0264,0.55,88.098,225149,4,1,1,32617041
"3KliPMvk1EvFZu9cvkj8p1","Work Bitch",2.52970478331485,85,0.629,0.824,9,-6.53,1,0.159,0.155,0.000628,0.0651,0.852,128.01,247960,4,1,1,10210984
"3KoUTYSRCUgleIybRyoC8C","Roma - Bangkok (feat. Giusy Ferreri)",1.95780892425858,60,0.764,0.857,11,-6.156,0,0.181,0.0526,0,0.881,0.353,100.03,174667,4,2,1,1219600
"3Ks12KDKwrT1anFMW0tevG","Ti raggiungerò",3.93349680934599,65,0.722,0.75,9,-4.477,0,0.0649,0.187,0,0.2,0.737,125.036,164160,4,1,1,873007
"3L7RtEcu1Hw3OXrpnthngx","Don't You Want Me",6.30511804375557,65,0.731,0.738,9,-8.125,0,0.0377,0.184,0,0.214,0.958,117.656,236920,4,1,1,858392
"3LII8A23VIs7pzudea2VSo","A",1.73181956902393,38,0.617,0.874,0,-6.497,0,0.058,0.00203,0.0118,0.367,0.808,138.043,201738,4,1,1,19925
"3LWDPEXEaLBRGNLbdcbwBR","Mr. Saxobeat - Radio Edit",5.59977135411053,65,0.726,0.931,11,-4.152,0,0.0468,0.0218,0.000283,0.143,0.797,126.976,195105,4,1,1,338258
"3LhSWvr02ZOYL5IMd3nm1t","Gianna",3.74305674018537,58,0.783,0.848,9,-12.212,1,0.0397,0.0809,0.000645,0.115,0.984,105.823,233000,4,1,1,572907
"3Ls9yKzshQye18Tx2AvOb6","90MIN",3.2622218089578,77,0.549,0.765,1,-5.138,1,0.309,0.0253,0,0.855,0.513,122.002,231920,4,1,1,2134380
"3M0lSi5WW79CXQamgSBIjx","Swim",1.67354131469163,83,0.666,0.542,8,-6.429,1,0.0392,0.27,0,0.0765,0.0771,120.134,228787,4,1,1,2225741
"3M5rbwyOMpjb3Ge277ILVT","perso nel buio (con Madame)",4.09526961538277,69.5,0.66,0.851,4,-5.39,0,0.151,0.217,0,0.215,0.365,100.162,170400,4,2,2,517625
"3M9UFOfTRYTBvIIlnmbdM4","La Bella e la Bestia - Unplugged Version",1.42417598887272,67,0.376,0.374,9,-9.295,1,0.0617,0.171,5.17e-05,0.105,0.363,77.583,271463,4,1,1,751346
"3MFOUxCJgIdlBRQyf7clL8","INCUBO",1.153793159903,69,0.454,0.702,2,-7.788,1,0.338,0.0516,0,0.0892,0.535,169.828,184588,4,1,1,470030
"3MjUtNVVq3C8Fn0MP3zhXa","...Baby One More Time",2.91435119908822,85,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,211067,4,1,1,10210984
"3MrRksHupTVEQ7YbA0FsZK","The Final Countdown",3.45098158131795,68,0.529,0.843,6,-6.908,0,0.0616,0.0628,0.000827,0.0608,0.188,117.662,310333,4,1,1,1148605
"3MrZdbCGUG5XtVuXNx0aIc","N",-0.505316669803312,8,0.138,0.124,0,-20.023,1,0.0362,0.944,0.99,0.116,0.135,70.309,60029,4,1,1,50
"3N0cYpWubd9hAUApJDcLRw","In Piazza",4.81449462120239,62.33333333,0.822,0.63,7,-5.478,1,0.229,0.0202,1.17e-05,0.105,0.608,136.992,183802,4,3,1,599903
"3N3W8ZX1bFJsiI8VJmdMbT","IL MIO AMICO (feat. Fabri Fibra)",2.99702119765292,69.5,0.669,0.881,6,-4.025,0,0.0584,0.0119,0,0.122,0.702,109.961,209045,4,2,2,1122136
"3N4DI1vuTSX1tz7fa2NQZw","Rehab",2.20942102284357,79,0.407,0.558,0,-13.609,1,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,214947,4,1,1,7612103
"3NI4VgVswVf503sOiZvv4m","Sai Cosa C’è",3.0843911006295,79,0.502,0.778,3,-4.029,1,0.113,0.217,0,0.0756,0.687,157.923,149051,4,1,1,471375
"3NLE4ioQE8aWxoJjk2IQTC","Vestiti D’Odio (con PSICOLOGI)",2.60024488786064,58.33333333,0.708,0.678,9,-7.492,1,0.129,0.299,0,0.14,0.211,128.037,171094,4,3,2,470030
"3NYCaxkggl0Hh8vQptSUvV","Enola Gay - Remastered",4.49347310616373,65,0.559,0.764,2,-7.058,0,0.0348,0.00441,0.0299,0.0807,0.932,143.319,213693,4,1,1,575719
"3NaL3zQJqFmgmRqIBCmmcG","Droga",2.44493977600986,60,0.832,0.645,1,-4.118,1,0.0624,0.00324,5.21e-05,0.141,0.356,135.001,117333,4,2,2,35320
"3NfxSdJnVdon1axzloJgba","I Say a Little Prayer",5.00589392997857,75,0.592,0.355,9,-14.051,1,0.0352,0.478,0,0.0585,0.499,133.032,216773,4,1,1,2783630
"3NqBxTOMCJ3zW9CIP51td4","Jugaste y Sufrí",2.58315402391642,77.5,0.39,0.499,7,-7.778,1,0.0381,0.632,0.000497,0.115,0.34,200.156,275194,1,2,1,1472868
"3NuLxTXowTRcguTh9RsPmM","The Joker And The Queen",2.17120206474822,97,0.567,0.211,0,-9.975,1,0.0315,0.952,5.24e-05,0.275,0.289,134.019,185587,4,1,1,90231430
"3OKaCwKtsZ4Dqzm6foitxm","Abisso di xanax",1.34343494333373,66,0.493,0.466,6,-8.645,0,0.0272,0.3,0.000261,0.198,0.196,142.992,262010,4,1,1,47450
"3OSVpNJjCFt4mD2NE69VLu","Sunshine - Jacaranda Remix",1.91722276946175,61.5,0.566,0.829,5,-5.989,1,0.0365,0.0112,0,0.191,0.589,140.056,187041,4,2,2,12926117
"3OXg7BQrRbg5s08arP0PNL","L'erba della giovinezza (Maria)",5.06133462323773,47,0.786,0.906,1,-2.873,0,0.244,0.0791,0,0.0428,0.688,96.589,223400,4,1,1,72673
"3OeUlriM0EZHdWleJtjoVr","Got My Mind Set On You - Remastered 2004",2.96087190816092,72,0.767,0.854,4,-6.947,1,0.0426,0.465,2.03e-06,0.485,0.963,149.206,234653,4,1,1,2045496
"3Ofmpyhv5UAQ70mENzB277","Astronaut In The Ocean",2.58204781065209,77,0.778,0.695,4,-6.865,0,0.0913,0.175,0,0.15,0.472,149.996,132780,4,1,1,513352
"3OibnuzOek5y5kbZL3skeo","Tutto quello che ho",3.1841869765586,43,0.526,0.858,9,-5.375,1,0.0418,0.000828,0,0.112,0.538,143.974,231135,4,1,1,55715
"3Oot2B5eeU7WTwlk4wsMJE","YHWH - feat. Guè",2.01925353359305,79,0.484,0.67,2,-5.012,1,0.251,0.0306,0,0.218,0.539,97.925,191349,4,2,1,2134380
"3OsC4OLYvljzSBuRENplgl","GENERAZIONE",0.527299136426257,69,0.574,0.795,5,-7.07,1,0.0374,0.0747,0,0.318,0.226,163.936,197124,4,1,1,470030
"3Osd3Yf8K73aj4ySn6LrvK","No Church In The Wild",2.58625123977013,84,0.654,0.75,8,-7.509,0,0.105,0.246,0.0178,0.167,0.557,92.78,272507,4,4,3,16004182
"3P3pw6C19j31Rnzgo3JG7o","Perfect Strangers",4.40988498590843,77,0.73,0.861,1,-4.1,1,0.0451,0.39,0,0.213,0.704,117.965,196613,4,2,2,3439846
"3P5RcqhzaClbGqFktj7G5x","Come e quando",1.36127971477773,57.33333333,0.697,0.519,8,-6.246,0,0.141,0.111,5.62e-06,0.102,0.685,76.979,194805,4,3,1,255432
"3P6usDqIZ4UCfEtnWGcMC8","Zoo De Roma",0.850751814015981,66,0.559,0.917,5,-2.412,1,0.322,0.0436,0,0.287,0.696,85.257,187400,4,1,1,625623
"3PBBak16foXdHh0trdc8Hd","Male",1.2003631323002,80,0.598,0.687,9,-6.444,0,0.0341,0.0113,0,0.289,0.422,157.001,161873,4,1,1,4602336
"3PFV8ErjS2hK3scvFbVO9k","BLOODY BARS - STUDIOMOB (feat. Lazza)",3.61919407255813,62.75,0.456,0.885,0,-4.262,1,0.248,0.0945,0,0.367,0.61,140.494,72133,4,4,3,712487
"3PHUQDyGYZhRJFSwbTXnsG","La G La U La E pt.2",1.89965500882161,81,0.567,0.857,10,-4.814,0,0.212,0.156,0,0.135,0.938,83.371,145434,4,1,1,1778304
"3PIDciSFdrQxSQSihim3hN","Christmas (Baby Please Come Home)",3.93479607278935,90,0.561,0.782,3,-7.444,1,0.0317,0.022,0,0.109,0.704,127.148,153240,4,1,1,7336768
"3POu3oFC6TYF1wag3n0RXC","C'era una volta il Sabato sera (prod. Matt Joe)",3.45052598683738,50,0.72,0.883,7,-3.88,1,0.216,0.193,1.5e-06,0.685,0.618,128.183,157500,4,3,1,154043
"3PbWvgHJn4JWHlCAFTTojv","Moriro' D'Amore",2.23918134326425,66,0.805,0.527,2,-5.116,1,0.0523,0.0543,0,0.0356,0.651,95.994,256013,4,1,1,2074571
"3PfIrDoz19wz7qK7tYeu62","Don't Start Now",3.06926765306339,94,0.793,0.793,11,-4.521,0,0.083,0.0123,0,0.0951,0.679,123.95,183290,4,1,1,31002076
"3Pk5QS6oHK5qgCSmxaqwYn","Cowboy - feat. Tedua",1.26213821193112,69.33333333,0.697,0.702,5,-6.01,0,0.306,0.364,0,0.128,0.807,150.165,180546,4,3,1,1374030
"3PwomdYcEH9wi3xA5ifcsE","Una certa solitudine",1.89735305545931,64.5,0.625,0.739,2,-6.375,1,0.114,0.204,0.0358,0.168,0.35,87.074,222909,4,2,1,73230
"3PzsbWSQdLCKDLxn7YZfkM","I'm On Fire",3.9926085155736,81,0.62,0.446,1,-14.451,0,0.0347,0.589,0.0299,0.0727,0.868,88.591,155880,4,1,1,4545119
"3QFTL4Xt6De7ImzRYvVF34","Supereroi falliti",3.60864097482744,58,0.705,0.622,10,-9.522,1,0.346,0.277,0,0.0977,0.387,84.782,206118,4,2,1,436722
"3QGKwtZ2jRvI9AXzIQ2AhP","Non Me Ne Frega Un Cazzo (feat. Fabri Fibra)",1.6083498193058,70,0.733,0.831,10,-4.449,0,0.303,0.415,2.69e-06,0.16,0.79,93.953,209362,4,2,1,1122136
"3QGsuHI8jO1Rx4JWLUh9jd","Treat You Better",3.41881695837714,89,0.444,0.819,10,-4.078,0,0.341,0.106,0,0.107,0.747,82.695,187973,4,1,1,35897134
"3QHMxEOAGD51PDlbFPHLyJ","Vivir Mi Vida",3.66447111215442,81,0.656,0.877,0,-3.231,0,0.0342,0.345,0,0.349,0.894,105.018,252347,4,1,1,6557122
"3QIoEi8Enr9uHffwInGIsC","Please Come Home for Christmas - 2013 Remaster",4.00696621748668,81,0.612,0.289,9,-11.568,1,0.0421,0.599,0.00266,0.0561,0.466,183.18,177440,3,1,1,7524559
"3QKOeXulifabbeVYqFEYLG","Piano Piano Way",0.711089909795486,66,0.64,0.664,5,-6.187,0,0.16,0.361,0,0.0965,0.449,129.928,228026,4,2,2,487013
"3QPBocWfIcOCdFFvmqn60F","Just Look Up (From Don’t Look Up)",2.1857346310437,91.5,0.566,0.581,9,-5.181,1,0.043,0.216,0,0.0853,0.152,130.043,201668,4,2,2,73920087
"3QdtpN3K8s2aDsX6o10KZK","SAPORE – with Tedua",2.57722334497485,73,0.76,0.692,5,-6.243,1,0.113,0.061,2.8e-06,0.303,0.482,125.041,195480,4,2,2,1719801
"3QiAAp20rPC3dcAtKtMaqQ","Blue Christmas",4.83405750275162,85,0.465,0.27,4,-16.661,1,0.0425,0.9,0.00104,0.145,0.58,94.518,129173,4,1,1,6156915
"3Qjr2mNDOn24M4Y50hR9hJ","Se mi lasci non vale",2.561959080358,72,0.547,0.539,0,-14.374,1,0.2,0.117,0,0.357,0.775,109.928,184200,4,1,1,1939774
"3QksrtI9VFCBHWA4rgvcV8","Theme From New York, New York",2.82340238624772,89,0.408,0.414,2,-11.083,1,0.0297,0.282,0,0.153,0.576,107.469,206067,4,1,1,5289098
"3QpmPJHkO6xLu5d0Pwz5gs","Il cielo si tinge di blu",5.54389676866278,46.5,0.671,0.781,7,-7.702,1,0.0739,0.231,0,0.345,0.641,128.983,139070,4,2,2,6777
"3Qqwo0RBORpZXHhVYG0b54","SIRENA མེ (con ERNIA, SAMURAI JAY & DARRN)",2.59863569868071,60.5,0.708,0.689,3,-6.831,0,0.037,0.0397,6.85e-06,0.113,0.287,117.003,238696,4,4,2,629141
"3R7fi5rx4NFFYqKbhnQ3BB","Intro",-0.0350620445908258,46,0.528,0.774,2,-9.99,1,0.484,0.295,0.601,0.0612,0.37,94.834,146507,4,2,2,625623
"3RH9idbxUAMcUldet2ormp","Christmas Love",2.38934629464131,98,0.621,0.512,10,-8.577,1,0.03,0.518,0,0.328,0.372,99.887,206787,4,1,1,54848934
"3RLshk3cDQOqWhSIRCVaXL","la di die (feat. jxdn)",2.32913290302663,72,0.484,0.643,1,-4.72,1,0.0416,0.0036,0,0.243,0.345,163.97,195191,4,2,1,903372
"3RiPr603aXAoi4GHyXx0uy","Hymn for the Weekend",2.77309032769298,93,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027,258267,4,1,1,33384131
"3Rmv3h4ovgt9xVgWOfMlLx","Toradol",1.65111496716427,73,0.701,0.623,2,-5.271,1,0.0493,0.00804,0.013,0.498,0.471,158.891,136118,4,1,1,1814554
"3RpleFwcH7DnNLFEVIXUPk","Lost Boys Calling",1.72018330589322,66,0.342,0.24,4,-13.271,1,0.0313,0.786,0.000181,0.25,0.129,133.038,221424,4,1,1,710976
"3RsEvBUaNT9MXqUvQVuK1G","Cat & Dog",0.943770358830996,81,0.843,0.794,8,-3.013,1,0.146,0.0637,0.00023,0.104,0.319,160.005,187573,4,1,1,5265446
"3RsSxNSorUqe9K4qEGTlGC","Allenamento #2",2.04831600180441,66,0.86,0.601,1,-7.247,0,0.509,0.406,0,0.103,0.0589,80.019,151422,4,2,1,3100308
"3Rxr2lYDyYYItKfsAWC1Ow","Perros",1.18682091375569,60.5,0.834,0.674,1,-4.23,1,0.134,0.111,0.0166,0.129,0.466,118.021,136271,4,2,2,218991
"3S2XkZJH5P3AqYk8ChYsWB","Friendships",1.9583682174061,67,0.726,0.78,11,-6.312,0,0.0414,0.137,0.914,0.0985,0.0742,119.991,242016,4,1,1,70891
"3S4tDLyjhrBFdGpUlLTv85","W",-1.05866081058307,4,0.18,0.704,7,-29.867,1,0.0567,0.869,0.941,0.605,1e-05,117.086,60029,3,1,1,27
"3S7A85bAWOd6ltk6r2ANOI","U Are My High",4.52309229991409,84,0.503,0.783,0,-4.761,0,0.0385,0.0221,0.00223,0.14,0.213,125.122,180480,4,1,1,7642604
"3SEd8nPd8MpGwk6ZZ8tk2j","Mamacita (feat. Rich Homie Quan & Young Thug)",2.60061464244164,84,0.823,0.768,11,-6.21,1,0.0819,0.0146,1.03e-06,0.127,0.216,115.021,274320,4,3,2,19394352
"3SErMoIKdRELto2OspGs5L","idfc",3.59052860806191,85,0.718,0.422,4,-9.115,0,0.0621,0.0764,0,0.17,0.455,144.678,207027,4,1,1,4520901
"3SGYnEhg1vUHVlGnGdS6ed","Vorrei ma non posto",2.79945981986019,69,0.7,0.733,9,-5.88,1,0.0515,0.0525,0,0.118,0.718,96.05,225867,4,2,2,1913648
"3SNocfCcVk2dpCqziA5myh","Baci Di Giuda",5.12457805760026,58.66666667,0.562,0.642,5,-7.061,0,0.392,0.213,0,0.128,0.361,111.802,175714,5,3,3,54768
"3ScJy88F8KqGDfWu8XJhHx","If I Lose Myself - Alesso vs OneRepublic",3.47721784275656,82,0.519,0.754,2,-5.689,1,0.0402,0.258,3.75e-06,0.139,0.16,125.975,215187,4,2,2,12926117
"3SdTKo2uVsxFblQjpScoHy","Stand by Me",7.4460392719983,67,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,180056,4,1,1,439808
"3ShEGKdskF0ke7iW2u9gjD","Senza Una Donna",3.60357990111772,66,0.604,0.344,11,-14.944,0,0.0299,0.313,4.36e-05,0.0815,0.488,156.897,267333,4,1,1,710976
"3ShkxJsHyVmShnJkaSXacs","Questa Qua",0.364222898179805,73,0.546,0.486,3,-6.516,0,0.371,0.149,0,0.0697,0.233,68.153,172381,4,1,1,1814554
"3SipFlNddvL0XNZRLXvdZD","Heroes Tonight",5.52669098170284,59,0.537,0.786,8,-4.331,1,0.0317,0.075,0,0.253,0.178,127.994,208140,3,2,2,67848
"3StzACYDEYmfOOWNU83iRs","Cavallini (feat. Sfera Ebbasta)",1.39418424149649,71,0.764,0.657,1,-8.481,0,0.122,0.13,0,0.16,0.408,123.948,251653,4,2,1,4602336
"3SwZekRsxV4zUSBHc3nlRz","It's Beginning to Look a Lot like Christmas",1.74245847031875,93,0.34,0.222,4,-11.255,1,0.0339,0.882,5.12e-06,0.343,0.345,91.777,207200,3,1,1,4944547
"3T5B1CrHXiAC1l8b9o4WjH","La Spada Nella Roccia",0.497600850219195,57,0.65,0.695,6,-6.233,0,0.102,0.0366,0,0.123,0.243,130.015,184019,4,2,2,54188
"3TVhQk4BP6rQTEovefTpNO","U",2.48193694348991,77,0.314,0.641,2,-7.036,0,0.0506,0.0958,1.23e-06,0.35,0.0874,142.495,285397,4,1,1,1703523
"3Tfl0pfnK589LKD0vJmgCZ","La Prima Volta",1.28478553310652,73,0.797,0.767,11,-5.38,0,0.107,0.214,0.00936,0.222,0.311,97.985,173878,4,1,1,629141
